id;char;pinyin;translation;hsk_level
6132;达标;dá biāo;to reach a set standard;7
6133;答辩;dá biàn;"to reply (to an accusation); to defend one’s dissertation";7
6134;打岔;dǎ chà;"interruption; to interrupt (esp. talk); to change the subject";7
6135;打倒;dǎ dǎo;"to overthrow; to knock down; Down with … !";7
6136;打盹儿;dǎ dǔn r;erhua variant of 打盹[dǎ dǔn];7
6137;打交道;dǎ jiāo dào;"to come into contact with; to have dealings";7
6138;打搅;dǎ jiǎo;"to disturb; to trouble";7
6139;打捞;dǎ lāo;"to salvage; to dredge; to fish out (person or object from the sea)";7
6140;打量;dǎ liang;"to size sb up; to look sb up and down; to take the measure of; to suppose; to reckon";7
6141;打猎;dǎ liè;to go hunting;7
6142;打磨;dǎ mó;"polish; grind";7
6143;打通;dǎ tōng;"to open access; to establish contact; to remove a block; to put through (a phone connection)";7
6144;打仗;dǎ zhàng;"to fight a battle; to go to war";7
6145;打招呼;dǎ zhāo hu;"to greet sb by word or action; to give prior notice";7
6146;大包大揽;dà bāo dà lǎn;to take complete charge (idiom);7
6147;大笔;dà bǐ;"large sum (of money); (honorific) your great penmanship";7
6148;大臣;dà chén;"chancellor (of a monarchy); cabinet minister";7
6149;大吃一惊;dà chī yī jīng;"to have a surprise (idiom); shocked or startled; gobsmacked";7
6150;大大咧咧;dà dà liē liē;"carefree; offhand; casual";7
6151;大地;dà dì;"earth; mother earth";7
6152;大队;dà duì;"group; a large body of; production brigade; military group";7
6153;大幅度;dà fú dù;"by a wide margin; substantial";7
6154;大公无私;dà gōng wú sī;"selfless; impartial";7
6155;大家庭;dà jiā tíng;"extended family; big family; a harmonious group";7
6156;大街小巷;dà jiē xiǎo xiàng;"great streets and small alleys (idiom); everywhere in the city";7
6157;大惊小怪;dà jīng xiǎo guài;to make a fuss about nothing (idiom);7
6158;大局;dà jú;"general situation; present conditions";7
6159;大款;dà kuǎn;very wealthy person;7
6160;大面积;dà miàn jī;"large area; widely";7
6161;大名鼎鼎;dà míng dǐng dǐng;"grand reputation; renowned; famous";7
6162;大模大样;dà mú dà yàng;"boldly; ostentatiously; poised; self-assured; Taiwan pr. [dà mó dà yàng]";7
6163;大棚;dà péng;greenhouse;7
6164;大片;dà piàn;"wide expanse; large area; vast stretch; extending widely; blockbuster movie";7
6165;大气;dà qì;"atmosphere (surrounding the earth); imposing; impressive; stylish";7
6166;大厦;dà shà;(used in the names of grand buildings such as 百老匯大廈|百老汇大厦 Broadway Mansions (in Shanghai) or 帝國大廈|帝国大厦 Empire State Building etc);7
6167;大数据;dà shù jù;big data;7
6168;大肆;dà sì;"wantonly; without restraint (of enemy or malefactor); unbridled";7
6169;大体;dà tǐ;"in general; more or less; in rough terms; basically; on the whole; overall situation; the big picture; (Tw) remains (of a dead person)";7
6170;大体上;dà tǐ shàng;"overall; in general terms";7
6171;大同小异;dà tóng xiǎo yì;"virtually the same; differing only on small points";7
6172;大腕儿;dà wàn r;big name, big shot, important person;7
6173;大选;dà xuǎn;general election;7
6174;大雁;dà yàn;wild goose;7
6175;大意;dà yì;"general idea; main idea";7
6176;大意;dà yi;careless;7
6177;大有可为;dà yǒu kě wéi;"with great prospects for the future (idiom); well worth doing";7
6178;大宗;dà zōng;"large amount; staple; influential family of long standing";7
6179;歹徒;dǎi tú;"evildoer; malefactor; gangster; hoodlum";7
6180;逮;dǎi;"(coll.) to catch; to seize";7
6181;代号;dài hào;code name;7
6182;代理人;dài lǐ rén;agent;7
6183;代言人;dài yán rén;spokesperson;7
6184;带队;dài duì;"lead a team, lead a group; group leader";7
6185;带路;dài lù;"to lead the way; to guide; to show the way; fig. to instruct";7
6186;带头;dài tóu;"to take the lead; to be the first; to set an example";7
6187;带头人;dài tóu rén;leader;7
6188;待;dài;"to wait; to treat; to deal with; to need; going to (do sth); about to; intending to";7
6189;怠工;dài gōng;"to slacken off in one’s work; to go slow (as a form of strike)";7
6190;怠慢;dài màn;"to slight; to neglect";7
6191;逮捕;dài bǔ;"to arrest; to apprehend; an arrest";7
6192;担;dān;"to undertake; to carry; to shoulder; to take responsibility";7
6193;担当;dān dāng;"to take upon oneself; to assume";7
6194;担负;dān fù;"to shoulder; to bear; to undertake";7
6195;单边;dān biān;unilateral;7
6196;单薄;dān bó;"weak; frail; thin; flimsy";7
6197;单方面;dān fāng miàn;unilateral;7
6198;单身;dān shēn;"unmarried; single";7
6199;耽搁;dān ge;"to tarry; to delay; to stop over";7
6200;耽误;dān wu;"to delay; to hold up; to waste time; to interfere with";7
6201;胆怯;dǎn qiè;"timidity; timid; cowardly";7
6202;胆子;dǎn zi;"courage; nerve; guts";7
6203;但愿;dàn yuàn;"if only (sth were possible); I wish (that)";7
6204;担;dàn;"picul (100 catties, 50 kg); two buckets full; carrying pole and its load; classifier for loads carried on a shoulder pole";7
6205;担子;dàn zi;"carrying pole and the loads on it; burden; task; responsibility";7
6206;诞辰;dàn chén;birthday;7
6207;淡化;dàn huà;"to water down; to play down; to trivialize; to weaken; to become dull with time; to desalinate; desalination";7
6208;淡季;dàn jì;"off season; slow business season; see also 旺季[wàng jì]";7
6209;蛋白质;dàn bái zhì;protein;7
6210;当即;dāng jí;"at once; on the spot";7
6211;当今;dāng jīn;"current; present; now; nowadays";7
6212;当面;dāng miàn;"to sb’s face; in sb’s presence";7
6213;当日;dāng rì;on that day;7
6214;当事人;dāng shì rén;"persons involved or implicated; party (to an affair)";7
6215;当务之急;dāng wù zhī jí;"top priority job; matter of vital importance";7
6216;当下;dāng xià;"immediately; at once; at that moment; at the moment";7
6217;当心;dāng xīn;"to take care; to look out";7
6218;当着;dāng zhe;"in front of; in the presence of";7
6219;当之无愧;dāng zhī wú kuì;"fully deserving, without any reservations (idiom); entirely worthy (of a title, honor etc)";7
6220;当众;dāng zhòng;"in public; in front of everybody";7
6221;当晚;dàng wǎn;the same evening;7
6222;当真;dàng zhēn;"to take seriously; serious; No joking, really!";7
6223;荡漾;dàng yàng;"to ripple; to undulate";7
6224;档次;dàng cì;"grade; class; quality; level";7
6225;导弹;dǎo dàn;"guided missile; cruise missile; missile";7
6226;导航;dǎo háng;navigation;7
6227;导火索;dǎo huǒ suǒ;fuse (for explosive);7
6228;导师;dǎo shī;"tutor; teacher; academic advisor";7
6229;导向;dǎo xiàng;"to be oriented towards; orientation";7
6230;岛屿;dǎo yǔ;island;7
6231;捣乱;dǎo luàn;"to disturb; to look for trouble; to stir up a row; to bother sb intentionally";7
6232;倒卖;dǎo mài;"to resell at a profit; to speculate";7
6233;倒霉;dǎo méi;"to have bad luck; to be out of luck";7
6234;倒塌;dǎo tā;"to collapse (of building); to topple over";7
6235;倒下;dǎo xià;"to collapse; to topple over";7
6236;到头来;dào tóu lái;"in the end; finally; as a result";7
6237;到位;dào wèi;"to get to the intended location; to be in place; to be in position; precise; well (done)";7
6238;倒计时;dào jì shí;"to count down; countdown";7
6239;倒数;dào shǔ;"to count backwards (from 10 down to 0); to count down; from the bottom (lines on a page); from the back (rows of seats)";7
6240;盗;dào;"to steal; to rob; to plunder; thief; bandit; robber";7
6241;盗窃;dào qiè;to steal;7
6242;悼念;dào niàn;to grieve;7
6243;道具;dào jù;"prop (theater); paraphernalia; (gaming) item; artifact";7
6244;稻草;dào cǎo;rice straw;7
6245;得不偿失;dé bù cháng shī;the gains do not make up for the losses (idiom);7
6246;得当;dé dàng;"appropriate; suitable";7
6247;得力;dé lì;"able; capable; competent; efficient";7
6248;得失;dé shī;"gains and losses; success and failure; merits and demerits";7
6249;得手;dé shǒu;"to go smoothly; to come off; to succeed";7
6250;得体;dé tǐ;"appropriate to the occasion; fitting";7
6251;得天独厚;dé tiān dú hòu;"blessed by heaven (idiom); enjoying exceptional advantages; favored by nature";7
6252;得益于;dé yì yú;to benefit from;7
6253;得意扬扬;dé yì yáng yáng;variant of 得意洋洋[dé yì yáng yáng];7
6254;得知;dé zhī;"to find out; to know; to learn about";7
6255;得罪;dé zuì;"to commit an offense; to violate the law; excuse me! (formal); see also 得罪[dé zui]";7
6256;德;dé;"virtue; goodness; morality; ethics; kindness; favor; character; kind";7
6257;灯笼;dēng lóng;lantern;7
6258;灯泡;dēng pào;"light bulb; see also 電燈泡|电灯泡[diàn dēng pào]; third-wheel or unwanted third party spoiling a couple’s date (slang)";7
6259;登机;dēng jī;to board a plane;7
6260;登陆;dēng lù;"to land; to come ashore; to make landfall (of typhoon etc); to log in";7
6261;蹬;dēng;"to step on; to tread on; to wear (shoes); (slang) to dump (sb); Taiwan pr. [dèng]";7
6262;凳子;dèng zi;"stool; small seat";7
6263;瞪;dèng;"to open (one’s eyes) wide; to stare at; to glare at";7
6264;低调;dī diào;"low pitch; quiet (voice); subdued; low-key; low-profile";7
6265;低估;dī gū;"to underestimate; to underrate";7
6266;低谷;dī gǔ;"valley; trough (as opposed to peaks); fig. low point; lowest ebb; nadir of one’s fortunes";7
6267;低价;dī jià;low price;7
6268;低迷;dī mí;"blurred (landscape etc); low (spirits); in a slump (economy)";7
6269;低碳;dī tàn;low carbon;7
6270;低下;dī xià;"low status; lowly; to lower (one’s head)";7
6271;堤;dī;"dike; Taiwan pr. [tí]";7
6272;堤坝;dī bà;"dam; dike";7
6273;提防;dī fáng;"to guard against; to be vigilant; watch you don’t (slip); also pr. [tí fáng]";7
6274;笛子;dí zi;bamboo flute;7
6275;抵触;dǐ chù;"to conflict; to contradict";7
6276;抵挡;dǐ dǎng;"to resist; to hold back; to stop; to ward off; to withstand";7
6277;抵消;dǐ xiāo;"to counteract; to cancel out; to offset";7
6278;抵押;dǐ yā;"to provide (an asset) as security for a loan; to put up collateral";7
6279;抵御;dǐ yù;"to resist; to withstand";7
6280;抵制;dǐ zhì;"to resist; to boycott; to refuse (to cooperate); to reject; resistance; refusal";7
6281;底层;dǐ céng;"ground or first floor; bottom (of a pile); lowest rung (of society)";7
6282;底线;dǐ xiàn;"to underline; bottom line; base line (in sports); baseline; minimum; spy; plant";7
6283;底蕴;dǐ yùn;"inside information; concrete details";7
6284;底子;dǐ zi;"base; foundation; bottom";7
6285;地步;dì bù;"stage; degree (to which a situation has evolved); situation; leeway";7
6286;地道;dì dào;"tunnel; causeway";7
6287;地道;dì dao;"authentic; genuine; typical; from a place known for the product; thorough; conscientious";7
6288;地段;dì duàn;"section; district";7
6289;地理;dì lǐ;geography;7
6290;地毯;dì tǎn;"carpet; rug";7
6291;地下水;dì xià shuǐ;groundwater;7
6292;地狱;dì yù;"hell; infernal; underworld";7
6293;地域;dì yù;"area; district; region";7
6294;地质;dì zhì;geology;7
6295;弟子;dì zǐ;"disciple; follower";7
6296;帝国;dì guó;"empire; imperial";7
6297;帝国主义;dì guó zhǔ yì;imperialism;7
6298;递交;dì jiāo;"to present; to give; to hand over; to hand in; to lay before";7
6299;第一手;dì yī shǒu;first-hand;7
6300;第一线;dì yī xiàn;front line;7
6301;颠倒;diān dǎo;"to turn upside down; to reverse; back to front; confused; deranged; crazy";7
6302;颠覆;diān fù;"to topple (i.e. knock over); to capsize; fig. to overturn (a regime, by plotting or subversion); to undermine; to subvert";7
6303;巅峰;diān fēng;"summit; apex; pinnacle (of one’s career etc); peak (of a civilization etc)";7
6304;典范;diǎn fàn;"model; example; paragon";7
6305;点火;diǎn huǒ;"to ignite; to light a fire; to agitate; to start an engine; ignition; fig. to stir up trouble";7
6306;点击率;diǎn jī lǜ;click-through rate (CTR) (Internet);7
6307;点评;diǎn píng;"to comment; a point by point commentary";7
6308;点心;diǎn xin;"light refreshments; pastry; dimsum (in Cantonese cooking); dessert";7
6309;点缀;diǎn zhuì;"to decorate; to adorn; sprinkled; studded; only for show";7
6310;点子;diǎn zi;"spot; point; dot; speck; drop (of liquid); droplet; point (of argument); idea; crux; indication; pointer";7
6311;电报;diàn bào;"telegram; cable; telegraph";7
6312;电铃;diàn líng;electric bell;7
6313;电网;diàn wǎng;electrical network;7
6314;电线;diàn xiàn;"wire; power cord";7
6315;电信;diàn xìn;telecommunications;7
6316;电讯;diàn xùn;"telecommunications; telecom";7
6317;垫;diàn;"pad; cushion; mat; to pad out; to fill a gap; to pay for sb; to advance (money)";7
6318;垫底;diàn dǐ;"to put at the bottom; to have something to eat while waiting for one’s meal; to lay the foundation; to be the bottom (of a class, a competition, etc)";7
6319;垫子;diàn zi;"cushion; mat; pad";7
6320;淀粉;diàn fěn;"starch; amylum C6H10O5";7
6321;惦记;diàn jì;"to think of; to keep thinking about; to be concerned about";7
6322;奠定;diàn dìng;"to establish; to fix; to settle";7
6323;殿堂;diàn táng;"palace; hall; temple buildings";7
6324;刁难;diāo nàn;"to be hard on sb; to deliberately make things difficult";7
6325;叼;diāo;to hold with one’s mouth (as a smoker with a cigarette or a dog with a bone);7
6326;雕;diāo;"to carve; to engrave; shrewd; bird of prey.";7
6327;雕刻;diāo kè;"to carve; to engrave; carving";7
6328;雕塑;diāo sù;"a statue; a Buddhist image; sculpture; to carve";7
6329;吊销;diào xiāo;"to suspend (an agreement); to revoke";7
6330;钓鱼;diào yú;"to fish (with line and hook); to dupe";7
6331;调度;diào dù;"to dispatch (vehicles, staff etc); to schedule; to manage; dispatcher; scheduler";7
6332;掉队;diào duì;"to fall behind; to drop out";7
6333;掉头;diào tóu;"to turn one’s head; to turn round; to turn about";7
6334;爹;diē;dad;7
6335;迭起;dié qǐ;"continuously arising; to arise repeatedly";7
6336;叠;dié;"to fold; to fold over in layers; to furl; to layer; to pile up; to repeat; to duplicate";7
6337;丁;dīng;"fourth of the ten Heavenly Stems 十天干[shí tiān gān]; fourth in order; letter “D” or Roman “IV” in list “A, B, C”, or “I, II, III” etc; ancient Chinese compass point: 195°; butyl; cubes (of food)";7
6338;叮嘱;dīng zhǔ;"to warn repeatedly; to urge; to exhort again and again";7
6339;盯;dīng;"to watch attentively; to fix one’s attention on; to stare at; to gaze at";7
